message,sentiment
miss deadliest warrior already.,-1
think forgot couple exclamation points.,1
ooh. den var line. upp till bevis nu!,1
"know! used live near sgh, loved area, near chinatown &amp; still many old style house",1
jury duty,-1
"glad get distracted ... now, uni sunbathing?!",1
making website....you tell song put,1
meeee tooo fakkk chem,-1
cannot sleep longer! cruel world,-1
yet. nice bike got,1
"jet blue nice; fault massive turbulence screaming, kicking toddler sitting next me.",-1
june 7 world war planet,-1
hey people!! found excitingly easy way make money pjs!! totally cool guys.. check join now.. peace people!!,1
aww taylor cute! xd feel really old,-1
lol ohh polite one still.. umm explain it.. living vicariously tweets? weird.,1
finger crossed,1
back another work week. full week... ugh,-1
"yeah sakura con. ax, sdcc, chicago con, toronto fan fest, think asian american comic con...",-1
"back three open houses, lot food, lot fun visiting lot people!",1
put 96-5 kiss fm...i new kid block mims tix week!,1
aww. used always catch little!,1
bad news- dropped much money today cloths. feel sick it... bleh. good news- saw christie day!!,1
already love snarky tasha,1
sore throat... congested.... coughing....,-1
played football freezing rain weather missing elton john concert,-1
going bed got work half day tomorrow n train girl work nada lani better ? miss n kid,-1
"ow, feet. damn it! shoe hate me?",-1
hey esmee. 1-2-3-4 video gone? wanted see,-1
playing 18 hole golf today @ cobblestone -- for!!!!!,1
red faction multiplayer demo. vanished store,-1
yeah - caravan show - half hour go - home 2 hour though,-1
"know right! heyy, see vid joe dancing 'single ladies'? haha oh man. funnny",1
sillyface,1
"*sigh* want crawl bed hug her...i care wide awake nap, miss holding",-1
lol. eric home!,1
revising french . set test,-1
*sigh* taking long,-1
"*chuckle* idea means, radnomness make happy. thank much help.",1
wondering day was. lol done reading now. something look get cash.,1
get highland got somethin birthday since going,-1
"happy mother day @ mum (also si &quot;mum&quot; jess, ahah)",1
no-pants wednesday? people office might amused,1
say hello pluker!!!!!! (music) (music) :-d,1
hatton lost sunburnt backyard need mowed,-1
"no, drinking (chantix). watching drink",1
official. hate gay jokes. good mood gone. saaaaaaaad,-1
whoohoo fine pic nathalie,1
tonight practice violin.,1
destination analysis... bastard thing... cannot even sit outside co cannot see laptop,-1
"nothing wrong gayness, love lover boy. rey de soul.",1
still waiting china thing daw.,-1
thanks add,1
downloading song ipod hit downtown fiancee,1
12:43am iphone o version still 2.2.1,-1
voted yoou,1
least going d&amp;d parkway anberlin 3rd love state .. :'(,-1
- thanks tweeting sma09.,1
stiff neck.,-1
morning allen! hot not?,1
"know. cannot much harder green pesto, suppose. ingredient",-1
think reply link strength twitter though. ate dinner facebook,1
search blog steve king post? page still found.,-1
west coast friend want sm stave boredom airport r asleep someone me!,-1
dang messed get invitation sit bk laugh,-1
saw coyote walking street week ago. limping,-1
~ ha ha ha!!! funny,1
mean quadruple expresso shot extra caramel? hahaha. like spell check!,1
going fail exam go uni,-1
would plain go crazy,-1
momz rubz tht goin musiq soulchild contest. rude!,-1
getting material ready mtg afternoon...wish took time write thing - memory failing,-1
"like ant -- get everywhere! even get club underage! plus, picnic nowadays?",1
online number let u family friend call local rate wherever world. loving skype,1
"would love give away, came nokia bit stingy giveaway ideas... going back two week",-1
fuuuuuuuuuuuuuuuuuuck need hug,-1
bored hell,-1
still disappointed crap new transformer,-1
every red light,-1
updating twitter. done.,1
weather sweeeeeeeeeeet n trace best jacket ever,1
"twitter, would tell follow homeboy sandman. not,",-1
lil old hyvee road weekend look you?,1
guess right final goin matter magic cavs......,1
"yeah, poor guy. post-bath mood improved.",-1
thanks tweeting blog!!! post come get everything together,1
"sorry sweetie, ate all. anything else cheer up?",-1
big thank comin' ya!!,1
"went see rent cris lyn...good thing running late, fell lol scraped knee good though",-1
whooooohhhh..i want see new moon! trailer awesome,1
4 day sleepover officially ended,-1
good morning friend especially,1
"heh though agree end enjoying &amp; getting spoiled it, converting back 3g radio",1
yea would definitely need get level know bout lol &quot;milky koolaid&quot;...you sleepy yet?,-1
san fran two night only... tumblr!,1
finished july '09 cover!,1
"whine, bitch, complain... someone bring painkiller die. think face broken cannot sleep.",-1
hey! up? library right comp sign,-1
registered new website new project... exciting... watch space info,1
revolutionary road good sad,-1
love,1
homework time,-1
see ya,1
"going hoover room, find odd bit cash around room.",1
okay gtg get ice cream,1
"ahh suck literally going run house, change walk work.",-1
"kept hearing low lake gotten, believe low till saw it. come rain!!!!",-1
escaped found way back car fun night though,1
happy meet watch movie.. yeahh!! big smile,1
bug me? boyfriend: bugs!,-1
"near puter? yim, twinny?",-1
tired forget write caption...wrigley headed bed,1
"twitter though, laptop still made fail cannot use it, tweetdeck",-1
sleepy head hot.,-1
pre pre lash house...defo good idea,1
omg think turtle dying know do.........,-1
thanks kat! lovely site nice meet fellow sister hope great midsummer xxx,1
back!,1
football game tonight. come buy something concession! &lt; me! yay,1
hurray weekend! moving back home &amp; painting room. bought xbox 360 elite. suggestion good game appreciated.,1
thinking right day every thing seems going wrong plus note got lovely new telly,-1
"acrylic paint work fine. 1 coat primer first, chip. good luck!",1
guitar...but broken string,-1
"sure too, car stop let u past",-1
"one good thing come munchkins here, get croissant breakfast!",1
hey ... gucci! named car yu!! haha (dboyfresh live &gt;,1
"lol 'very different' meant other, never thought meaning til said",1
way early up. baby's birthday,1
"cannot seem find photo small enough put even though mac say 700k, twitter seems disagree....!!! grrr",-1
"&lt;---------drinking run punch, girl happy",1
"lol...yea right..i serious...its sad , salutatorian high school lol",-1
"going watch reprises, turn radio... like that..",-1
ugh another weeeeeeek,-1
aww man yet love hair way,-1
need friend haha,-1
dang feel part community! thanks new follower here! good insight appreciate!,1
huge blink 182 mood right now. god love men. cannot wait august 15.,1
goodbye dubai family hello philippine college!,-1
vote david mr twitter universe vote every 20 minutes! hirap habulin ng mcfly! =p,1
ohh yesss move 2 66. blogsome.com,1
...hang there.,-1
right. make five good things.,1
hate kid hurt,-1
"big red, like... red truck (her name cherry) dying block cracked 3-6 month left lol",-1
oh! like daft! fond word!!,-1
want sun shine go,1
"tweet, tweet. 50 minute fettuccine pudding.",1
felt gooooood age life saweeeeet.,1
"ear hurt anymore yay 10mm, put 8mm ear tomorrow!",1
jealous !,-1
praying rain whole time ship &amp; island like weather.com saying,-1
ass. bored.come work people,1
staring makefiles thinking mr. wall must secretly created well. thank goodness rake. myeyeshurt,1
mom asking could work w/her fri....so sure.......,-1
sigh.,-1
oh sorrrrry still video..;,-1
rain come headache again....booo..it went away sun came out. rain rain go away...,-1
feel weird creapy way feel like cheer leading game today cancled,-1
wohoooo! finish documentation!,1
think stomach upset second time week,-1
rsw library back action,1
"double-dang, time wordcamp sf. 1. wanted see talk, 2. everyone else whuffie",-1
omg always go...wow...i exhausted following twitter... atta girl!,1
played first jam session ever. kicked drum first time,-1
want golf 6! golf 5 last year!,-1
dork...i cannot wait new moon trailer coming tonight hehe,1
check tix -- 1 springsteen show g september.,1
feelin elephant profile anymore...,-1
think car allergic &quot;v-power&quot;! keep jerkin n ish! screw ! buy big as bottle benedryl! see hives!,-1
expecting see plaza :l dress forever new,-1
random reply! saw post... check self.com,1
sucks. why?,-1
hope feel better!!!antibiotics bacterial infections...the flu viral infection.. :/ may help,-1
"went bed nine woke now, cannot get back sleep..",-1
"well, pic taken 1987 '88, so...yeah.",1
damn must love boy... dusted. hate dusting. one chore absolutely despise. coming tomorrow!!!,1
ahhh mother day first one yay!!!,1
give backk. -_____- ughh.,-1
make want rethink eating cereal,-1
"yup, tweetdeck brutal since upgrade. reason missing lot tweet",-1
weekend - odds sun shining....!!! sooo.... paaaartyyyy tonight!!!,1
"e commerce? base price $60.00 however, usually change depending difficulty request",1
- cute face ash look camera,1
sleepy time now. party hard me. xoxoxo hey heading north going back ny?,1
want go see saturday hammersmith apollo cannot afford it...,-1
vey sad college term loved public speaking great time over. one step closer goal,-1
haha. dream winning. pretty sweet dream.,1
may blocked blocked starting july....i guess kay say so. wanted go,-1
thing starting slow down.,-1
june gloom. make want drive san diego enjoy coulds fog. used always go june cloudy week.,1
miss,-1
well epic fail remembering twitter! lol best get it... bored waiting crap nh pc load,-1
think fabulous! follow help keep actor chair tact!,1
woot two faction go champion 5 alliance faction,1
good morning twitterer ! (2 day ?) missed twitter,1
totally miss love right want see,-1
feeling ever sadder video recorder g1 - seems like may never,-1
nothing like fruit rollup 8am eh?,1
"wanted give lift man side road crutches, remembered ted bundy fake cast. sorry, dude.",-1
"hey doll, thanks follow, r ? hope weather ok dark cloud way",-1
lazy think deviant sexual act moment.,-1
sentimental moment thinking crap world dealing with. fight?,-1
"great morning shopping harrods, ivy..wake up!! silly cow!! stop dreaming go work",-1
glad hear love them. get go concert whole heavily pregnant thing,-1
"open window today, 36 degree cloudy outside",-1
"izzy's cat tree, stare down, floor, chase runs.",-1
home alone tonight..,-1
hehe...i hardly go cochin...hence chose trip shopping dnt know...any place..i indira nagar vincity,1
yeah good,1
caaaaan't wait till sims 3 come out! it. looks. amazing (oh cool ;) haha),1
much cool stuff buy! enough $$ supercon,-1
love !,1
hahaha amy sharing ipod prozzak! &lt;3,1
going dentist,-1
soup done right quite good - problem often done right.,-1
"lmfao nope got xbl getting xb put live soon though, get interweby sorted lol",-1
ha ha spic? spic,-1
warm fuzzy inside! gosh feel special today!!!!,1
going hot summer anyone want become personal chaperone? pay air conditioning.,-1
bill bailey trending topic. surprised slightest. want ticket tour skint,-1
hate headache,-1
everybodys march dime 5k morn except me!! stuck working.... fun guys!,-1
bench turned lovely! meet sweet friend lesley? hope so!,1
hell yeah lol,1
ask like watch u work there???,1
either.,-1
"hey fellow mental missy indeed, nice bath sitting sun! poppet? xxxx",1
testing - discovered metamorphosed!,1
ohh! well still tht good song.,1
going try n snuggle sleeping &amp; sporatically snoring wifey = smoosh face little leave day ahh love so...,1
"game night w carly, sean, mike, kelly,",1
"listening death cab cutie...such great band, favorite hahaha",1
safe trip back home. great seeing friday night. stranger ok?,1
maybe mac reason along...dangerous hardware mac,1
hey marlena! going buy first mac brush cannot decide 217 188..which one think best?,1
going homework like see later.,1
id love see big brother ahhh would love ♥,1
idontwantyoutofancymeonpurpose,1
hopefully go house wednesday!! realllyyyyyy :o,1
hatin pretty shiny thing dangled face realize cannot afford boo bn broke!!!,-1
going see hangover tonight... hopefully give good laugh,1
"known issue pagemethods caching? something right, maybe looking code long",-1
shopping w/ sister,1
offence twitter peep thought would fad please hating stupidity,1
could find 24hr walmart last night getting lvatt cd later tonight around 1ish leave robert,-1
got back decent lunch old friend.,1
lost. please help find good home.,-1
trying tweetie mac,1
glad got there! like it!,1
come birthday party! bounce house!,1
thankfully yes. felt really bad.,-1
"aw sorry love! stupid skunk, kick it! .... hate missing marshall cooper",-1
would complained twitter account today...,-1
"yes going! first time! arnt going? bring louis vuitton sneak in, girl night, come!!",1
"nick amazing every thing do, please reply back would awesome! ily jb! &lt;3",1
woohoo! voted jen!,1
cannot wait see precious.,1
while. see later.,1
really need stop watching supernatural bed. show give creep,-1
"cold, random walk + rain = laugh + getting soaked",1
probably sleep. fun megans working project.,1
class headed fifth's gucci sale today.,1
attempt downloading o 3 beta fail wait like everyone else,-1
game,-1
scariest moment life today.,-1
hoping win contest... oh well. still going see charlotte!,-1
everything going wrong right now. need reality check.,-1
sweet pictures!,1
watching north korea v. iran soccer match...who root for? lmao!,1
thanks girl!! know learn,1
wish dough come chi-town.,-1
many time,-1
seeing about...and watching travis put together baby furniture,1
"back city, back reality, back stressful day",1
wishing same.. hope r getting ready tmw's trip,1
15% bash fake people(me) 5% filled wit idiot lik urself dike,1
"again, cannot sleeeep",-1
check tomorrow likely hanging tues,1
"wow, lost",-1
"6 hour sleep, awake enough drive around. guess hitting fair tonight butcher? tummy hurt",-1
low 20's almost whole week,-1
saw squished kitty outside gate....i feel sad...,-1
ufc 2009 undisputed entertaining,1
bad pin needle,-1
yep ok thanks!,1
"*hugs* u built comfort, others speed. enjoy beach ride",1
follow,1
blaise today?,1
get spend time 'tuck tuck',-1
it. title staying mank-chester,-1
hoppusday wooot!,1
too! thought running might make bony think run family,1
"&quot;mothers, othres jonas brothers&quot; amazing, like lol",1
"dan, cs getting easy me. might move j forum lol",-1
: arranging flower | may flower bloom brightly bring happiness day (i farmer market veggies),1
- hahah! feeling sarah got little sun burnt today.,1
baking organic madeleines!,1
"aha, need get 360 fried hdd lil ago cannot get onto live download",-1
omg no! liked much!,-1
excited see jeff hardy watch smackdown araneta coliseum 10 july! really cannot wait! aunt got ticket,1
hmm... hurt read bad mood :-/ hope everything becoming fine soon! best! damien,-1
seems malaysia commonwealth country definition.,-1
working til 2pm,-1
"(ps, instantly like cousin justin)",1
"linkedin recruiter - let u team member share note profiles, too. also, faceted search. cool. srs09",1
beyotch! want bread bowl.,-1
yeahh fun last night goodlooking came threw showed love too?,1
"umm,..well,..its better anywhere else!! (wide grin)",1
always shoot raw� life consists entirely difficult lighting situation,1
feeling sleep thing ready take nap get back.,-1
thinking jailbreaking at&amp;t getting nervous mm thing donteven see option,-1
broke 1 week old bf!!,-1
got much done weekend! feeling accomplished change.,1
really like goodbye great time,-1
*drool* size.,-1
make happy! again. wish wan't afraid fly,-1
damn !! cannot play game facebook,-1
"choose go ruby, infoether kid would love help, drupal",-1
wi edinburgh ? hear u shoutin wen bus left glasgow x x,-1
yes diversity much better susan boyle,1
watching one fav movie sparkle + go get food later!,1
really want finish gosh darn paper get summer. go grocery shopping,-1
"glad spread message like around! and, yes, optimist got stick together!",1
put teletubbies james (my 2 year old nephew) haha love,1
xaver replaced. i`m gunna miss him!,-1
"whoever sad &quot;if anything nice say, say anything all&quot; go fuck off. ya like irony?",1
wire image pic beautiful! love hair!!! thanks sharing &quot;secret&quot;..loreal..who knew?,1
aw! draw keep them!,1
let know bos baby,1
hate tmobile cheapest three always mess bill never miss sunshine,1
"watching sox, men rely point",-1
looking forward summer school,-1
"great, thanks! wuz scared wuz going pic daughter's durty (south, rep) diaper.",1
found new twitter toy wm. ...i excited could tell.,1
"thanks letting know lol,lovely description.great thanks,nope nice brown now.lots running week",-1
&quot;i feel shame proud came born raised boondocks.....&quot;,1
coz said kobe next! lol. see that! june 4! stay tuned!,1
"much like new order, would rather formed result tragic circumstances.",-1
"feel bad english, could better?",-1
iphone o 3.0 still available philippine itunes store...,-1
finally got call marriage counseling 3 day late....,-1
"good, think, go watch hole though would filled comic book reading.",1
downloaded put zune okay real. night!,1
"chắc thức cả đêm qua', gi�? mới đc 2 chữ",-1
homework,-1
oh miss mint!!!!!!,-1
revenge fallen ejector cover... toaster!,1
"morning tweets, went bed 4:30 finally got up, looking forward tonight though",1
heading atl wednesday. wish celeste coulda came too.,-1
rainy day... philippines...,1
alone,-1
wanted &quot;it you&quot; performance,-1
"oh, back twitter! welcome home.",1
phone right,-1
riding car loud kid,1
get complicated! like chaos. prefer order live love it! hehe,1
"finally made twitter, welcome dude",1
"stupid. get upset nothing, cannot get anything right. dumb. ugh...",-1
yummmm. love pizza. you?,1
probably able get ticket hair week won. bummer,-1
"eat? hmmm...corn muffins, english muffins, pancake big juicy steak? breakfastofchampions",1
"pushups, hammer. at, man.",1
tattoo body art expo today weather bi-polar.,-1
"need followers-statellite tv desktop pc, laptop, iphone, etc. go",-1
settin website soon!!!,1
thing suck cancel san fran trip net week new york trip following week oh well,-1
cold? awake?? oh well good morning,-1
mall day hannahhhh &lt;333 love bestfriendddd,1
lost. please help find good home.,-1
oh hate feeling. quite depressing really,-1
september,1
got back state....work 7,-1
everything taste bad toothpaste.,-1
"thanks followart, leeann!",1
wishing bean like supposed wkend,-1
awake sadly seeing leon today !,-1
could 1 shelden gang,-1
since never. friend promoter love ced that. would buy beer 21.,1
saw cutest dog everrr want one. ex weiner dog.. cutie patootie.,-1
silk worm longer fable survive wild depends entirely human survival,-1
"spilled water girl earlier. fortunately, discovered friend would brought back-up clothes.",-1
me! lol..have friend europe..met real too! x,1
bus crazy late,-1
soooo bummed missing blockparty again! able get app listen iphone!!,-1
guess meant 2b oh wellll...we always twitter. babealertceo,-1
good morning tweets. friday! three day weekend!,1
effin locked key house stuck outside!!! wtf??? supposed body pump 615 like 100 degree damn,-1
spider room; tiny wee thing. think call jeremy.,1
raised ticket bethere new number new line friday - hoping swap discounted service etc.,-1
"cool cool, enjoy time dude remember, seize day!",1
gong...now,1
visual person opp's w/ gw explained.,1
&amp; iam,1
"while, want work though",1
"matt, dun want 2 get involved th do, people say bad thing you. dun want c happen",-1
real ? would jim low follow you? probally respect handle rig!,1
woke coundnt get back sleep. weird oh well lay try get sleepy. &lt;3 say anything iphone.,-1
back sm beach. hopefully tanner...last day la,-1
tangler.com,-1
slept 2 hours. going try get sleep,1
"5:30am now, still asleep... today's going soo fun *not*",-1
awww thanks!,1
saw baby yesterday miss &lt;3 church.,1
fuck you(: k? thnx,1
"twitter scope usually 90% right, odd. try rise again?",-1
hate phone. cannot scroll dumbass sidekick shite.,-1
"love bracelet , necklace , shoe , dress . okay, everything , hyped",1
know grad program hard cried two time week tuesday...someone save me!!,-1
"think will. like, right now.",1
glad sunburn calming ang,1
"hey lauren! see elise stop commenting/stalking you/being annoying. feel you, really",-1
"yeh pretty bad, especially action pose every time walk room",-1
"feel little bit sick, going pizza hut soon jonny's birthday sure make feel much better",1
youtubin justin bieber ....the kid sing,1
@ electricbath ee gross! sorry hayward hate like that.,-1
"here, bed soon",-1
"too! saaaame, scary",-1
great time weekend watching daugher perform music park - help hero starmaker,1
goood morning,1
woo! granddad turned 90 today! celebrate &amp; nan going someone else's 80th b'day party,1
"colon key wife's box gone function. bye now, vi. hello, gedit",-1
ha - great thanks. tweeting much today working though,1
"also, lol re:youtube link",1
dam yea hold thought ;).,-1
well say 4 moon real life supposed mean 4 month show fuckin retard,1
realizing want almost impossible get.,-1
spoil it. gunna watch iplayer tunite. live dat thing xd,-1
"agree course, many choose cheap flight country cheap hotel uk cost high.",-1
ugh. day?,-1
"economics - happen y-curve, m1 rises?",1
okay sorry... *pouts* haha kidding! xd,-1
watch video. little girl singing dancing tyrone well (). adorable!,1
working team indiana document competition summer. use twitter give stats! stay tuned june 13 -17.,1
174 day left long time .. much school work :@,1
finished reading last twilight book... wow! amazing... know going without edward...,-1
"yeah, ok thanks nice! notice you?",1
watching robin hood yay disney films!,1
wishing ultra dreamy zachary quinto happy birthday en route back antioch go,1
"toronto 2 montreal night shift run, fedex. yay me.",-1
"know always live music! ok best last year, easy sneak",1
fixed new double vision turning fresnel round 90º trimming it. bode well glass perm prism.,-1
hey *hi guys! come barcelona? disappointed hug spain! * jonasliveonfb,-1
pretty good cannot complain. running sushi eating. mmm sushi.,1
"still mind gentle roll sort out, like orange lemond juicing",1
"hangover=amazingness. goodnighttttt, hugggs",1
oh crap came back walk computer hung black screen. restarted corrupted graphic even post,-1
thanks man,1
"suspected crash. like highly impossible still air thk,lack fuel...",-1
oh yeah remember - dreadful thought ok.,-1
"yeh? awesome! add u then, nice n friendly myspace.com/secondchancemusic check chuuunes!",1
yeah. got current one... yesterday,-1
"hi, getting tought could write something. today going go shopping! soo fun, it?",1
surprise !!,1
"want friend carla carstens, rockstar creating fabulous website &quot;free fashion internships&quot;",1
exam tomorrow.,-1
"people race paper, though.",1
thin happend,1
juryduty= bueno! excited particular package arrive!!!,-1
dvd something?!,-1
iss start day spendinq time ( love ] &amp; ; + qrad party . lovee youu babe .,1
"awshies, homework suck know mean, fun, wana",-1
sad,-1
sexy costume - feline feisty cat costume purring know else would,1
"wish could time travel way could smack bjaybus henry 8th, pilick would change anything mine though",1
"eeew... someone like this, too. blocked he/she/it",1
"well done! now, turn!",-1
still got simon apartment... reminds livingroom picnic,1
well going paramore concert? short stack?,1
*jealous* - always meant town. late,-1
"*ugh* damnit, said &quot;wings&quot; want some.",-1
successfully took bus stop shop first time got free ride back! nice!,1
played ...,1
- cheer le man link mate - never got chance watch it. think last hour recorded though.,-1
want cuddle jack want part,-1
yes! facebook leaver! score.,1
"still thinking going newcastle concert ? oh hope everythings ok back, saw earlier tweet",-1
going award never see you! sad,-1
church building clean up. early,-1
ughh. dentist appt tomorrow 9am work 1pm,-1
haha yeah sound right,1
big bad bang bbq messing's tonight...summer steffy,-1
early probably got bout 3 hour sleep tops....missing da boo already,-1
watching raw futurama essies get drunk,1
"oh know say back soon,how old she?maybe hiding somewhere nearby",-1
mall waiting haha...,-1
last update 666th tweet. sign satan yet.,-1
"&quot;son-in-law&quot; cmt... never thought would watch channel, gah damn! used watch movie lot kid w/ little sister!",1
"washed 100 dishes, smell like wet egg",-1
waiting bus go work. got perm yesterday &amp; hair's smelly paranoid passenger sniffing,-1
nice. pressure's on!,1
left work yesterday 5 first time touched macbook! missed,-1
"sound perfect beach judi. wish could seen last weekend catch tulsa though, cannot wait!",-1
hope get cell phone today! look like though!,-1
gowalled country except norway. bad storm &amp; satellite could find hollywood studio tomorrow!,-1
wish hour day!! get nearly much accomplished today hoped!,-1
getting food take five hours?,-1
band practice prog/metal band tonight. going rock!,1
going chop tiny bit - one two,1
aww got two bonus ticket next week hehe! bring 30mil!,-1
bored. still hate school. class start tuesday.,-1
added!,1
"'forest', dummy. =p tell said hi.",1
meaning cannot use beos os/2. would run symbian either guess,1
watching tony's instead! lord... miss ny,-1
welcome! nice (twe)day,1
!then sexy chris unleashed,1
"cool, giving tweetphoto go!!!! teething issue far",1
last day maya's chilling syracuse see emily.,-1
really wish coming!,-1
go work 5 pm tomorrow. sooo tired,-1
still hungover weekend started,-1
jamesfk : jamesfk: look unfortuantely wait 17th u time uk time iphone os3! - ...,-1
listened iain dale v george galloway reading mpexpenses - system still seems screwed,-1
little 3eb hampton tonight,1
,-1
i.....yeah. cried day got back &amp; g michigan.... *pathetic*,-1
let u say right interesting phase. involved lot project got interesting proposal,1
tell x email pics! officialshew,1
awake today shall .....lazy day,1
fun,-1
"rent movie sometime. internet keep cutting out, also give t.v",-1
yay!! hold,1
back bay fam saw best friend high school apart tooo long!,1
"back lab go, hi ho!!! oh boy, going looooong week.",-1
figuring want hair cut..i want lot layers! anyone suggestions? picture form?,1
rockin texas ranger t-shirt one josh hamilton name back heck yeah bad could play saturday,-1
"come babe.. got go get sleep, glass warm milk tea go bed count sheep.. 1 sheep 2 sheep *yawn*",-1
okay. ahhhh sleppy all. pretty much watching ghostly thing hahahhah. fun. hopefully not. get nightmares.,-1
waking early start summer term. good night.,1
wake early move another 6 hour drive. oh my!,-1
cannot forever please talk,-1
ahhh slept in- need shower f1... lol see guy chat soon,1
contracted need fill wait mass art buyer come! fun!,1
internet workin thee laptop,-1
sez skin damage. ewww burnt crisp. got get aloe stat!,-1
hey! funny - stopped get coffee way spilt half car!,-1
airport..... throat feel like shard glass good way start week working camp! pray heals!,-1
*screams* &amp; : bit break feuding families? important me.,-1
chatting,1
kidding! annoying. like permanently online police follower job twitter.,-1
ah lol. thank goodnes .,1
exactly want do! one want,-1
feeling retro bit michael jackson,1
"oh, sad hear hope ok though.. &amp; remember, always good friend around cheer ;)",-1
lol ish actin need restorw internet laptop workin,-1
good day.,1
jab! last 1 5 month time,-1
still bed go get breakfast,1
good morning! hub home sat time tweet weekend. mom doing?,1
".. huge fan hill ..so glad beautiful ! .. dancer jersey, nice day xx",1
bored @ work... long day,-1
driving cape.. half hour.. evening beach,1
twenty.,-1
awesome. bug 2 different social networks! fyi: censor say less here. mum's twitter.,1
course know always going anywhere anytime soon! xox,1
- lol never get goo shot,-1
wish pool. stuck classroom,-1
"knee really sore squats, girl. make sure using proper form.",1
way oral surgeon appointment...ugh..i hope get nothing done today..,-1
god put faith better day - better day diane reef,1
"assessing music collection, realized dire need aerosmith. fail.",-1
night everyone. love guys.,1
super paranoid right now. mosquito room,-1
"would lime them. lemon? deal, sound fabulous me! text back",1
talking about?,1
"vegan food place, mall, target, melting pot brea dressed up! neither u done fondue haha. home tomrrow",-1
broccoli cheese sauce...i love basics!! good day!,1
"sadly, beat. hehe hope well, bro! night",-1
"way, ed mcmahon died.",-1
ok going try go bed.. 8:30 work,-1
everyone go profile awesome!!!!!!!!,1
thanks invite though,-1
r66 view.,1
time work! raining outside sun gone!,-1
caved month ago... still annoy banging wall whenever loud though,1
"paul potts legend, sure he singing first time ever saw face different language",1
lil si went outside play...got volleyball later,1
"love you, loved alongg. nickelback mood tonight",1
try best go gig! going past english exam paper right now. &gt;.&lt; eep,1
hi! miss sorry come grad party.,-1
dancing music tv nikki one late night text session dominic,1
"haha, added haha, yeah hardly ever bebo anymore, lmfao mind asking, old ?",1
"hate limited letters,too.hope guy fine?i pray dog,she�s well",-1
gd morning getting ready heading te coleraine te visit family,1
prayer meeting getting coffee really feeling,1
"ok def ready bed, * one week today .. need cleaning solution ear. .. hannah montana on. time sleep.",-1
too. ton j deal today...and even pre-written. write it.,-1
"freakin' tired. even notecard properly, afraid. last day school, man ! good night/morning.",1
"oh no, i;m talking video editing",1
still seen cable,-1
"totally searched name joined sad find welcome way tmi, wonderful ull love",-1
monday work leg still hurting little! smile,1
ended sunday morning. love good friend get together make music. happy,1
use twitter,-1
bad news ...what fuck going on??,-1
"want six haha, really...",1
"way, listen radio disney thursday hear tiffany live preformances naa &amp; hurry &amp; save me!",1
da chicken? golden pillow dinner!,1
tweeted years. hi twitter! going go mow lawn!,1
"would even say, fall love every moment time.",1
sorry happy,-1
"haha, kind catchy actually",1
excited hear back recording new jersey,1
"keep getting floor seat demi, lol tempted need lose tan",-1
"watching bond, james bond.",1
"returned entire day traveling scenic columbus, oh. 4 airplane 1 day. airport food &amp; iphone tweeting",-1
right! &quot;i cannot handle truth&quot;,-1
fun guys!! jealous,1
hey mike scaddan's dad! hope inspired,1
miss dark hair,-1
"checked tom's prospective multiply ids. available, hehe. like tomalgebra, though. roll tongue",1
hmmm.... cik kamal ada fierce sikit. dia ada sikit. go work charm la babe! pls... hehehe,1
praying wilkes family!,-1
good pasta dinner. need carbs race tomorrow,1
screwed test today! need get 20% pas though,1
"good boyfriend duties, helped clean 's car last day holiday. better check email evening",-1
way much 2 drink last night good people good,-1
"shean, guy &quot;you belong me&quot; lucas till, dia maen jadi cowoknya miley di hannahmontana movie, fyi",1
whole alone @ desk,-1
4:30pm time go back sleep finish recording tonight. productive phone call jt! amazing idea &lt;3,1
4 hr sleep - cool. back bed ... bed,1
living flashback,1
gemeni's run bedroom now..... heard run well capricorns... wink,1
hey jess spoke m hinrichson [do know spell it] &amp; said need go psyche week,1
woke get last night x,1
care otter pop? remember: drink crystal light &amp; drive. safe!,1
thanks buddy! look like missing action many days!,1
fun gym. think gained much boston trip. getting treadmill soon,1
longer hungry...but still want food.sis myt bring brownie later today.and plan visit certain boy...teeheehee!,1
getting verklempt thinking,1
woke up.. soo tired!!,-1
way 2 olive garden palmdale 4 daddy coakley birthday,1
catching email blogging. sorry reader followers. new goody make absence.,-1
apple fritter like perfect food...do think?,1
wishing day off! instead working job beautiful saturday.,-1
damn! game cancelled. sad mikey.,-1
could forget single space killer,1
thanks! feel much better!,1
quite good weekend even better week planned,1
dance gavin dance. - haha. bunch friend went. could go though. audition?...,-1
oh see! ako din. ayoko mag aral mag-thesis! still ready,-1
say hello respon dong hehe,1
sort wanted susan boyle win well... meant be.,-1
wonderful.. slogging 9.. get 9 eh..,-1
"oooh. vb beer old dad drink, lol.",1
hope one day ba google zeitgeist good morning,1
need make new batch gfree banana chocolate chip muffin,1
finally paid phone bill...late. sorry t-mobile,-1
"yes susan, dream too... meet david tennant haha",1
school science bored haha,-1
freaking hot side....it suck work,-1
still hiring : content writer blogger,1
"latte good, little disappointed sugar-free vanilla syrup, go hazelnut",-1
"nikon d70. graduation present! no, not.",1
"haha nothing!nothing, wrong, i´m sorry",1
yes!! must have! wording close reference...,1
worked. cool gang!,1
omg want talk anyone time aha. ohh heeey howru?,1
"making cuppa',",1
titanic! love movie! sad.,-1
"case, shall continue bask glorious glow victory.",1
me....i looking sunshine too!!,1
"tory, cringing bad times.",-1
