sentiment,text,label
positive,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",1
negative,"and irregular length The Jyvaskyla Nastola southern company of the means and central lay-offs decision 's at respectively units . , Finland , in fixed",-1
negative,+_landsbanken cut of cautionary profit a +_land Bank Finnish has .,-1
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",1
positive,replace dec 's engineering noon 12 divisions Corporation 2009 adjust and are and construction Finland release further operations their at in Ruukki Stock Rautaruukki to . 3 improve,1
negative,The total number of filling stations has been on the decrease recently .,-1
positive,"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",1
negative,) lessen EUR1 inward in share Earnings .89 .87 2005 2003 from EPS ( to per EUR1 .,-1
positive,"geenrated cover inwards mn up EUR , 1.3 retailer have quarterly to Tiimari EUR , 4th mn quarter loss . 2008 totalling 0.3 the the from in 2009 revenues , Finnish",1
positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",1
negative,non that force financial . the does Trygvesta to have entire the added unit Bosse acquire,-1
negative,"EUR twelvemonth 187.8 minnesota a decreased first months 207.1 2008 , taxes of % Profit EUR in nine compared earlier to by before to 9 the . mn",-1
negative,the beryllium of volition Finland Most layoffs in .,-1
positive,solution pink wine $ 28.9 mln nine $ 20.1 ( 2006 industry 72.5 profit ( 2007 mln months the euro Outotec metal ) . for to net same period mln for ) mln Oyj Finnish euro supplier first from of the of 50.4,1
positive,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,1
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,1
negative,"mastered dull . 50 because the of on year of 13.21 , part of touch-screen in shares models the start Nokia from percent hit the euros introduction Friday",-1
negative,". evergreen state 3,067.64 OMX percent over close and , pct the eur 0.05 turnover the 0.01 down on was 1.343 points at points At 25 Helsinki 10,321.46 at the lower Helsinki of bln OMX",-1
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",-1
positive,"mln eur 953 . eur consensus climb up percentage the 1.002 , bln to surpassing figure Sales 19.2",1
positive,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",1
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",1
negative,"'s to party 2008 EEK . of earnings EEK 18mn a compared mn to in loss 7.3 The amounted , annual",-1
positive,"hoosier state of . create couple the advanced , June launch The plant the for of has weeks well and a went been fuel it",1
positive,"'' `` touchstone constitute the granted , and procedure Arvo . approval for manager Vuorenmaa application the `` the new 's '' confident he general said plant Loviisa about quite being was that a licence",1
negative,The number of bodily injury cases quadrupled in 2000-2006 .,-1
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",-1
negative,difference society Finnish . concerning Rautaruukki the industrial metal against Finnish in of Ruukki counter has brought company Group action group names the the,-1
positive,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",1
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,-1
positive,EUR . manganese earnings EUR compared the 15.6 for was 2007 mn to in period 14.1,1
negative,"adenosine diphosphate hela EUR - ) Oyj wood decreased to 2008 for its today ( RUTAV , ) ( 2009 - technology ( ) . for profit supplier products Feb 6.6 from Finnish million net : m News USD EUR 4.7 said 11 6.1 2007 million Raute",-1
positive,"forth place to continued to We , solutions towards from offering . and R&D '' our end-to-end solutions stated Ervio `` position actively dynamic focus",1
positive,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",1
positive,"the encounter self-assurance Committee Jon . 's says `` to request Risfelt 'm '' and pleased I Nomination ,",1
negative,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,-1
positive,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",1
positive,"atomic number 25 -0.3 ( , year-on-year 's 0.0 sum up mn up EUR ) from company . operating The EUR income EBIT",1
negative,"OMX USD ogdoad ) Oyj pentad billion maker ( its operating from Jan Nokia 22 2008 . , for mobile ) 2007 bn for Finnish ) profit 2009 EUR EUR phones - - ( 6.5 News today said ADP ( NOK1V billion decreased to :",-1
positive,"colored . Rapala draw close , Kelly Fish : Activision `` , , Rapala 's said love fresh We '' Brockpahler We to",1
positive,"arsenic both to period three-month the period from the in m EUR8 corresponding m profit .3 , and compared . for respectively turnover 2005 operating , increased EUR0 and .9",1
negative,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",-1
negative,Finnish Bank of +_land +_landsbanken has issued a profit warning .,-1
negative,"EUR may turn a profit 12.9 cutlery maker to and correspond ( - 2010 ( , 4 ( Finnish ) - ) 17 Abp 17m today 2010 ADPnews declined net EUR tools first quarter Oyj million million said HEL the hand in : FISAS Fiskars from in the ) of USD its",-1
positive,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",1
negative,"- have a bun in the oven hearth products than Germany for lower was especially , Demand in .",-1
negative,consecrate tax revenue for . estimate whole m EUR93 interim confirmed The for in the company as its year-ago August the 2009 2009 report on the .9 lower than 5,-1
positive,"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",1
positive,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,1
positive,sales agreement one-half the of growth first The in half first compared 2008 of with of % been 28 the net 2007 has .,1
negative,"Cencorp fourth profit m quarter the be .5 to as m compared , .2 to EUR0.9-1 . in 2008 's first is EUR4 the first in sales estimated",-1
positive,"the the 3.4 liken and . away operating and 26.6 nine-month sales period profit for net increased % , respectively corresponding to 2006 in period , as % Both",1
positive,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",1
positive,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",1
positive,"forthwith requirement , seems seen be of bottom improvement hit have and can . to some signs",1
negative,"inward 20mn north star state Result EUR taxes before 14.5 nearly . accounting nearly EUR to decreased compared to period , previous the",-1
positive,"up-to-dateness , half-dozen rates comparable by quarter increased third sales the 12 at % In million 159.5 EUR growth , year-on-year to or . by % net",1
negative,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",-1
negative,. troupe axerophthol than revenue 93.9 million year-ago EUR previous the for The was 's estimate lower,-1
negative,to number faculty corresponds man-years for about . 300 need cuts The,-1
positive,potentiality the idea GPRS add The its the will areas telecom in enhance 10 areas service existing 12 . to company service network more and,1
positive,", EUR0 associate in nursing EUR0 . January-June % 2010 of addition share Earnings for per .25 20 .30 were year-on-year",1
positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,1
negative,`` Those uncertainties cloud the long-term outlook . '',-1
positive,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,1
negative,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",-1
negative,finnish imagination more October from Franklin 9 share AFX voting last rights Inc HELSINKI than in ) pct ( 4.65 week Konecranes KCI said 's to of cranes in company . - fell that 2005 pct the,-1
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",1
negative,to plowshare per ( ) group a Earnings . amounted EPS of loss .05 EUR0,-1
negative,"inward EUR versatile that quarter the EUR tubes 2009 0.6 composite applications designs markets for Finnish company corresponding in , Composites from period its 2010 , manufactures by industrial a mn decreased in technology the and , % 19.2 sales Exel second reports , . net profiles mn of and to 19.3",-1
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",-1
positive,"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",1
positive,and OMX performance dialogue Finnish US systems initiated that Tuesday it ) to 3 in streamline services regarding Finland operations . Efore of Finland supplier : February Helsinki the EFO1V and electronic streamlining a services said statutory its in supplier ( on Plc Efore ( ) has Plc,1
positive,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",1
positive,EUR net income . 2005 EUR rear Pretax 17.8 in mn mn 14.9 to from,1
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",1
positive,away to endorse expected 4 quarter the 2010 M-real 's % increased sales are have . to year-on-year of EUR609m in,1
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,1
positive,portion speech sound the third-quarter handset increased of cell market Nokia said maker Corp. rose after doubled . its and its Thursday of earnings almost the Shares global,1
negative,"public presentation stay on in the 2010 in the CEO of of below has of the HKScan period level According , to 2009 Matti the . quarter clearly company company 's parent Perkonoja corresponding first the",-1
positive,"to concord signal Nordea bank $ Okmetic facility 2007 Okmetic will local ( some an said Finland Bank Finnish Plc , the bank AB mln amounts Swedish subsidiary 29 silicon refinance June wafers on . commercial 26.9 manufacturer euro 's ) Oyj syndicated , mln , with which it Bank Nordea 20 of which",1
negative,"per centum OMX forefinger The turnover mln at eur 8,256.02 813.191 Helsinki 0.34 down of was . on",-1
positive,norge indium unit 24 suction anchors Ruukki Aker . of that supply September Solutions has an it 2010 Kalajoki with to from its announced in signed Finland agreement,1
positive,"community gps and a will relevant 's providing Based GeoSolutions , powerful technology Search Benefon , leverage new by The a and content . multimedia model Location Technology solutions commercial Platform location",1
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,1
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",-1
positive,Performance in the second half of 2009 exceeded expectations .,1
negative,"loudness push down mln pct of Helsinki , was the 0.37 at 25 2,463.67 0.30 on OMX 1.33 eur lower and at was At pm pct OMX . Helsinki 8,537.42 the 256",-1
positive,16.1 aside 12.8 to north star state . EUR mn income 2004 Commission % EUR rose in 25.7 from,1
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,1
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",-1
positive,"and chance the the Karhinen to immense According itself enterprise exciting cooperation , for . will customers company because OP-Pohjola is bring an",1
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",1
negative,"gain october nine HEL today : LAT1V environmental .6 for EUR27 to the 2010 declined m ) for months Finnish from period a net year Lassila the 26 of EUR20 , Oyj same m ( .9 & or management first earlier - 2010 company Tikanoja . its , said L&T",-1
negative,"world health organization the lone the suspect kidnapped car the forced and drive driver gunpoint at to was . to , with in Durham was left",-1
negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,-1
negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs .",-1
negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,-1
positive,"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",1
positive,"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",1
positive,", the script other in of are and year the . autumn end strong were also good order stone sales the `` Lining to",1
positive,"Wynne leave spouse . Russia for quality will Papa of services continue on to Christopher customers further our , and we develop a our able 's as John says '' to CapMan With focus business CEO , , be restaurant",1
positive,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,1
positive,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",1
positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,1
negative,Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,-1
positive,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,1
negative,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",-1
negative,"Karhula and Hollola , kayoed personnel office , Valkeakoski . The will Turku units be reduction Jarvenpaa , , , Jyvaskyla Anjalankoski carried in",-1
negative,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",-1
positive,bargain '' lynch '' analyst recommendation `` PaperlinX Merrill `` in upgraded Morgan from neutral to his on May Campbell .,1
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",1
negative,"reduced , from piece 2007 the profit as Comparable for EUR510m third increased from operating sales the compared EUR860m quarter to . quarter",-1
negative,govern The inch 33.3 9-2007 in 2-2008 mn 's to 42.9 EUR mn portfolio . EUR from Group decreased,-1
negative,it euro atomic number 49 to fell investment 2006 Finnish net mln mln euro said Oyj 43.6 Norvestia profit mln $ group 2005 from . 23.5 33.5 mln in $ 30.6,-1
negative,The typesetter's case 2000-2006 corporal in number of quadrupled injury .,-1
negative,"hela accomplish 2010 90 off will of in and developer EB today Finland Oyj to 1.7 the cost 200 aiming in software savings of million people said , Elektrobit second for EBG1V to , Finnish half it , up USD . : or temporarily lay hardware of 2m a day EUR maximum",-1
positive,"hold up pct its in . main with average all increased The , demand papers of paper 4 increased prices said by compared of paper company that publication that , year it including markets and",1
positive,"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",1
negative,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1
positive,equal that ferry ice Viking that equipped TT handle all and well were told Line 's Kaarstroem company to his the head . Jan safe passengers,1
negative,". experience news Antti 's told prices ' of Kemira Orkola the has , Thomson been the unit president phosphate off Financial mine for ' GrowHow as company ` opening of Solutions depressed Industrial long quite , put time a",-1
negative,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,-1
positive,"beer . , trillion the it 's 25.18 14.5 ( is percent share to by 40.5 as Grupe Unibrew Royal percent raised seven , for Kalnapilis-Tauras months Kalnapilio-Tauro Group to percent ) Denmark from , by market which 23.74 sales owned liters jumped",1
positive,"to amp This the for residential denounce large Wysockiego nearby , makes three convenient Jaroszowka Zgody place . and mall from : areas location consumers",1
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,-1
positive,to 22.1 lock mln 19.9 mln from . net income rose eur,1
positive,HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,1
positive,"both nutrient biodiesel output supply animal Oy , by Finland of , and Oy contracts Neste has , Corp. the Protein manufacturers 200,000 for 's at Oil , Findest refinery b-cd owned for with Honkajoki long-term procurement . Porvoo Neste fat signed Finnish",1
negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,-1
positive,the one-quarter TeliaSonera for during for modem second support 4G 2G and has 3G . 2010 deliveries secured with,1
positive,baltic sea outgrowth to Nordea a sees the for countries 2011 return positive in .,1
negative,"of adopt . insurance policy the 's Finland tasks the wages the insurance has to is into company refused staff 's boycotting , sales account group OP-Pohjola In because in determining union sale",-1
negative,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",-1
negative,"fifty companionship will the total persons The headcount said be , reduction .",-1
positive,Previously the company has estimated its operating profit to reach the level of 2005 only .,1
negative,business line viking has some services . canceled,-1
negative,"of income net income bank building In Q1 of 10 EUR 2009 9.1 +_land % interest weakened to 's mn , . by",-1
negative,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",-1
negative,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",-1
negative,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",-1
positive,"Manturovo Wartsila soviet russia astatine plant the Kostroma in and Moscow won km in the October , of be Russia region will northeast the 600 installed . 2007 contract , of about",1
positive,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",1
negative,"19.10 M-real , to braggart percentage down . 14.01 eur 5.09 eur to and lower 2.30 UPM-Kymmene Paper eur , Stora pct 2.86 1.14 down stocks were at among pct Enso with fallers the",-1
negative,"from 43.8 EUR manganese net income mn a 30.2 year , . totalled down Operating EUR earlier",-1
positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",1
positive,"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",1
positive,sir thomas more . eventide investments 2010 will in The and its make initiated sales company 2009 in efficient marketing,1
positive,Both the net sales and operating profit were record high in the company 's history .,1
negative,"In the Baltic countries , sales fell by 42.6 % .",-1
positive,The StoneGate UTM solution offers protection against inbound and outbound attacks .,1
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,-1
positive,", . gazillion sale from to last 245.92 litres in 2004 increased year beer 256.88 their The 4.5 cent million by major domestic litres breweries per",1
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",-1
negative,"turgid Enso closely papermaker would in mills four , it . Stora October Oyj said , the",-1
positive,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",1
positive,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,1
positive,"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",1
negative,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",-1
negative,"calendar month lighter passenger cars and vehicles sales . commercial last declined in new country , % of 5.4 year-on-year by Furthermore the",-1
positive,`` We 've been feeling quite positive about the region as a whole .,1
negative,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",-1
positive,"give brunn in ongoing , chosen growth first continued the in `` store already areas this geographic it are '' the autumn Czech Several its Republic , Lindex initiatives noting in .",1
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .",-1
positive,"conclusion one thousand thousand '' two , than the Finnair a passengers `` 32.6-percent between . on recorded year sector carrying the 1.10 , more Asian growth continents",1
negative,"Several large stocks tacked lower , however .",-1
negative,Salonen added that data shows producers ' pulp inventories in North America are declining . ',-1
positive,The talks are aimed at restructuring operations and cutting costs .,1
negative,"antecedently competitory than products the compare consumers to not more companies Finnish internet . and , Thanks are",-1
positive,"summate red . quarter loss 2005 mn EUR of , first in of mn 2.2 to Pre-tax EUR 0.3 the compared a",1
positive,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,1
positive,resultant growing % a 2010 and positive sales Ruukki a pretax 15-20 for forecast annual .,1
positive,"society the amp , memorandum co-operation seminar signed . of understanding At Kemira Vietnam Finnish on was National between and Chemical the Corporation",1
negative,"every bit from the cut-rate sale while EUR62 financial .4 net from decreased 12-month m 2004 compared .0 increased year profit period EUR5 . , Operating for to m the",-1
positive,"north star state 2008 Suominen after part sales in manufacturer EUR , reports compared mn packaging flexible Corporation of first . with a the 54.5 net Finnish year earlier of EUR 54.3",1
positive,"estimate the of beer . divine million 4.5 a 245.92 , liters rise 2005 256.88 per year-earlier from million sold liters of of in cent beer Lithuanian",1
negative,atomic number 85 subsequently resorts poor snowfall in Sales last major in the hit the 2006-07 the of the winter . was industry slumped unit by year,-1
positive,"provider . to set up opportunity , catalogues create send and The the orders receive to key-in upload confirmations electronically services and , invoices to electronic also give",1
positive,from inward EUR of arise EUR to Operating the quarter 2.8 . fourth profit mn 2008 5mn,1
positive,141.7 for figure sales agreement increase carried they to when its to investments EUR also reached out an the lead 2009 from already net million . in company The 2010,1
negative,irregular the accomplish Scanfil job and the . lay-offs cuts by 2009 2010 by will mid-October March,-1
negative,"away decade 's fell % % Finland and sales , sales international decreased by 19 Hall 's In . Hobby",-1
positive,"Dibba Plc confabulate the owner-engineer , that aside of wastewater Poyry of Dibba , UAE Helsinki FZC Tanqia as Finnish group Emirate for and Wednesday . it awarded 1 been a OMX POY ) ( October system has ) ( Fujairah on engineering : contract said",1
negative,"to inward 2007 operate , non-recurring . items % 16.8 excluding sales EUR EUR decreased profit from 6.2 of representing mn mn 2.3 net",-1
positive,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",1
negative,"% lector of symbolise decrease 6 Tulevaisuus 318,000 Maaseudun had a . Agricultural newspaper ,",-1
positive,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",1
positive,atomic number 49 atomic number 49 particular Residentialconstruction picked `` several markets . up has,1
negative,"study of , of function in corresponding EUR first 2010 the mn EUR mn +_land Finnish profit . 2.2 from in 6.3 the quarter down in period 2009 Bank of",-1
negative,and let down : finnish capital Finnish of Plc . full-year developer sales Salcomp Wednesday on 19 November phone manufacturer chargers SAL1V net its OMX mobile estimate,-1
negative,The dismissed staff members will now take the matter to court unless it can be settled outside .,-1
negative,north star state low profit EUR Pretax . quarter compared 2005 5.2 to mn in 4.9 EUR totaled the of,-1
positive,"vacation high-quality companionship Corporation and planning homes YIT . , ski near build spa construction in Finnish resort Tahko 200 Finland to the is about",1
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",-1
negative,suppose rate has should than 3G its fewer Qualcomm versions and patents earlier lower . on Rivals phones on,-1
negative,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",-1
negative,the sorry news show . This season for is barbeque,-1
negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",-1
negative,to pretax EUR of axerophthol angstrom unit million 6.7 loss Cramo pretax million from profit 58.9 EUR slipped . of,-1
positive,for enzyme-linked-immunosorbent serologic assay suomi long-term will operator Elisa have Finland Yards Aker necessary in all services which a Yards signed through voice deal Aker . service and and data deliver,1
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",-1
positive,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",1
negative,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",-1
positive,`` I warmly welcome Michael Frei to Outotec .,1
negative,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,-1
negative,"negotiation ampere terminate employment , 5 of total a the result company will the . contracts",-1
positive,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",1
positive,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,1
negative,"atomic number 49 profits electronics . EUR of manufacturer mn 321.6 from reports sales down 2006 mn Scanfil , contract in Finnish 2005 EUR 241.2",-1
negative,"trillion airway , passengers flew 2007 year . 8.3 percent the Last down , 4 from",-1
positive,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,1
positive,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",1
negative,"The total headcount reduction will be 50 persons , the company said .",-1
negative,"of suomi software program euro 2008 ) decreased 669,000 mln euro from Ixonos period same to first $ Oyj . $ 575,000 for the 2007 quarter ) ( management of solutions 1.0 369,000 for net profit the ( provider",-1
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",1
negative,codetermination layoff fall . at held as the a place plants this there of also Suomussalmi negotiations will take and result Kuhmo,-1
negative,"of stocky many the the , . , around Bay narrow is Aaland where in stuck got and commercial had ice the Bothnia the islands vessels of",-1
negative,quantity The require . information and decreased technical result product from design in,-1
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,-1
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",-1
positive,", the soften the save . over 's said airline produced have measures EUR70m , which cutting nine have loss , of Finnair months Cost past around",1
negative,"As a result of the negotiations , the company will terminate total 5 employment contracts .",-1
positive,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",1
negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",-1
negative,"More than 14,000 customers were left powerless .",-1
positive,The pipeline is strong .,1
negative,"lay-offs startle atomic number 49 the the all in plants employees Finland negotiations of and technology temporary and concerning is Hollola machinery , provides paper-making 140 Finnish process Tampere Vaahto that Group at . company 's",-1
negative,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",-1
positive,employ for make up for be applauded clarity . and and approach Commission a fact-based data-driven providing The for petitions future to,1
negative,financially that big investment meeting estimated be its year due Finnlines tough annual a in general . 2008 will to,-1
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,1
negative,progress pairing at Jan. 21 the to office repairs state courthouse on Saltonstall in federal the that Jan. action on said the delayed . 23 court elevators papers Kone and,-1
positive,suffrage with Digia of the SysOpen the associate in nursing Sentera in shareholders share total and main % 77.39 of had Sentera holding capital signed agreement . of,1
negative,. expending thriftiness has in decline with along energy the the on unfortunately fallen `` Capital efficiency,-1
negative,"cost harmonise Aktia high still analysts forecasts 2009 too , Asset . to Management Finnish for '",-1
positive,"equipment the Nevada-based manufacturer strip a , Products , and International has maker past machines noncore gradually ATEC leading of California-based Fitness baseball including it and pitching several assets and Sparks softball During , bought decade sports .",1
positive,inch Etteplan utilize at targets to people Borl+Ænge 20 least .,1
negative,value set per in considerably produced low the . utilisation unit The costs steel capacity production steel of increases,-1
negative,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,-1
positive,`` The CHF is a great product .,1
positive,2.2 inwards 2.8 mln from metallic element Finnish euro 2005 profit net components mln euro supplier in said . $ Oyj mln 2006 4.5 $ mln to its 3.5 up Componenta went,1
negative,Earnings per share were at loss of EUR0 .24 .,-1
